Title,Time,Link,Subdomain,Sentiment
This Tennessee Community With a ‘Rural Feel’ Is One of the South’s Most Expensive Places to Live,2024-03-28 00:00,https://www.wsj.com/real-estate/luxury-homes/college-grove-tennessee-zip-code-e40404b7?mod=real-estate_lead_pos4,Real-Estate,0
The Nature of the Real-Estate Business,2024-03-28 00:00,https://www.wsj.com/articles/the-nature-of-the-real-estate-business-65e19dee?mod=real-estate_trendingnow_opn_pos2,Articles,2
Why the Heck Is Everyone Moving to Beverlywood?,2024-02-13 00:00,https://www.wsj.com/real-estate/luxury-homes/beverlywood-california-97e17617?mod=real-estate_trendingnow_article_pos3,Real-Estate,0
"EXCLUSIVEThey Rattled the Neighbors Building Their $85 Million Dream House. Now, It’s for Sale.",2024-03-28 00:00,https://www.wsj.com/real-estate/luxury-homes/manhattan-megamansion-lists-for-85-million-3e7346de?mod=real-estate_trendingnow_article_pos5,Real-Estate,0
"Boeing Boss Gets $33 Million in Pay for 2023, but No Bonus",2024-04-05 18:29,https://www.wsj.com/business/airlines/boeing-boss-gets-33-million-in-pay-for-2023-but-no-bonus-2453d231?mod=business_lead_story,Business,0
Red Sea Shipping Diversions Are Boosting Airfreight Volumes and Rates,2024-04-05 14:29,https://www.wsj.com/articles/red-sea-shipping-diversions-are-boosting-airfreight-volumes-and-rates-cf0e95d3?mod=business_lead_pos1,Articles,2
Jersey Mike’s Considers Sale,2024-04-05 12:29,https://www.wsj.com/business/retail/jersey-mikes-considers-sale-6acc1e8a?mod=business_lead_pos2,Business,0
Procter & Gamble Recalls Some Laundry-Detergent Packets,2024-04-05 10:29,https://www.wsj.com/business/procter-gamble-voluntarily-recalling-some-laundry-detergent-packets-c8073d0f?mod=business_lead_pos3,Business,0
Shell Sees Gas Output Above Guidance,2024-04-05 09:29,https://www.wsj.com/business/energy-oil/shell-earnings-boosted-by-strong-gas-trading-711d5c98?mod=business_lead_pos4,Business,3
"Uniqlo, After Its U.S. Retreat, Plans to Open Dozens of New Stores",2024-04-05 08:29,https://www.wsj.com/business/retail/apparel-retailer-uniqlo-expands-in-texas-and-california-in-new-store-push-db729858?mod=business_lead_pos5,Business,2
Biden Tells Ukraine Not to Hit Russia,2024-04-01 00:00,https://www.wsj.com/articles/russia-ukraine-oil-refineries-strikes-biden-administration-vladimir-putin-b0ef679c?mod=business_trendingnow_opn_pos1,Articles,1
A California ‘Right to Disconnect’?,2024-04-01 00:00,https://www.wsj.com/articles/california-bill-right-to-disconnect-working-hours-emails-f3812b1c?mod=business_trendingnow_opn_pos2,Articles,2
The Climate Agenda Is a Win for the Chinese,2024-04-01 00:00,https://www.wsj.com/articles/the-climate-agenda-is-a-win-for-the-chinese-renewables-7d8e5185?mod=business_trendingnow_opn_pos3,Articles,3
Woody Allen’s Cancellation Is a Crime Against Culture,2024-04-01 00:00,https://www.wsj.com/articles/woody-allens-cancellation-is-a-crime-against-culture-hollywood-metoo-fb417fa5?mod=business_trendingnow_opn_pos4,Articles,0
How Gen Z Is Becoming the Toolbelt Generation,2024-04-01 00:00,https://www.wsj.com/lifestyle/careers/gen-z-trades-jobs-plumbing-welding-a76b5e43?mod=business_trendingnow_article_pos1,Articles,2
Johnson & Johnson to Buy Shockwave Medical in $13.1 Billion Deal,2024-04-05 16:29,https://www.wsj.com/health/pharma/johnson-johnson-to-buy-shockwave-medical-in-13-1-billion-deal-5c3a45ce?mod=business_trendingnow_article_pos3,Health,3
Amazon Sellers Plagued by Surge in Scam Returns,2024-04-04 00:00,https://www.wsj.com/business/retail/amazon-sellers-plagued-by-surge-in-scam-returns-04c86665?mod=business_trendingnow_article_pos4,Business,0
EXCLUSIVEJersey Mike’s Considers Sale,2024-04-05 12:29,https://www.wsj.com/business/retail/jersey-mikes-considers-sale-6acc1e8a?mod=business_trendingnow_article_pos5,Business,0
Brisk Hiring Bolsters Fed’s Cautious Stance on Rate Cuts,2024-04-05 13:29,https://www.wsj.com/economy/jobs/jobs-report-march-unemployment-02c4050d?mod=business_whatsnews_pos1,Economy,2
"4.8-Magnitude Earthquake Shakes New York City, Northeast",2024-04-05 19:29,https://www.wsj.com/us-news/a-4-8-magnitude-earthquake-shakes-new-york-city-northeast-c3b593eb?mod=business_whatsnews_pos2,Politics,4
"Investors in Talks to Help Elon Musk’s xAI Raise $3 Billion, Adding to Industry Arms Race",2024-04-05 19:29,https://www.wsj.com/tech/ai/investors-in-talks-to-help-elon-musks-xai-raise-3-billion-adding-to-industry-arms-race-84ba2328?mod=business_whatsnews_pos3,Business,2
Israel Says Troops Lacked Grounds for Strike That Killed Seven Aid Workers,2024-04-05 19:29,https://www.wsj.com/world/middle-east/israel-to-allow-more-aid-into-gaza-after-biden-warning-over-u-s-support-49bc42e4?mod=business_whatsnews_pos4,Politics,0
Why Immigration Is Now the No. 1 Issue for Voters,2024-04-05 00:29,https://www.wsj.com/politics/elections/election-2024-immigration-issue-voters-84916a17?mod=business_whatsnews_pos5,Politics,2
"Strong Jobs Report Still Leaves Wiggle Room for the Fed, but Not Much",2024-04-05 10:29,https://www.wsj.com/economy/jobs/strong-jobs-report-still-leaves-wiggle-room-for-the-fed-but-not-much-4cbe1115?mod=finance_lead_story,Economy,2
"The Score: Trump Media, Walt Disney, Ulta Beauty and More Stocks That Defined the Week",2024-04-05 18:29,https://www.wsj.com/finance/stocks/the-score-trump-media-walt-disney-ulta-beauty-and-more-stocks-that-defined-the-week-15a80931?mod=finance_lead_pos1,Finance,1
Strong Jobs Report Triggers Stock Rally,2024-04-05 17:29,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-05-2024-9f83c0f5?mod=finance_lead_pos3,Finance,4
A Smart Twist on One of the Stock Market’s Dumbest Ideas,2024-04-05 16:29,https://www.wsj.com/finance/investing/chipotle-stock-split-058ff147?mod=finance_lead_pos4,Finance,2
"From Granolas to Fab Five, Market Looks for Europe’s Magnificent Seven",2024-04-05 11:29,https://www.wsj.com/finance/stocks/from-granolas-to-fab-five-market-looks-for-europes-magnificent-seven-49d737c3?mod=finance_lead_pos5,Finance,2
What if the Federal Reserve Is Wrong?,2024-04-05 13:29,https://www.wsj.com/articles/commodities-prices-gold-federal-reserve-jerome-powell-interest-rates-a6f19fce?mod=finance_trendingnow_opn_pos1,Articles,0
My Wild Ride as a DJT Day Trader,2024-04-05 13:29,https://www.wsj.com/articles/my-wild-ride-as-a-djt-day-trader-24c6c06d?mod=finance_trendingnow_opn_pos2,Articles,0
Another Cost of Cheap Money Comes Into View,2024-04-05 13:29,https://www.wsj.com/articles/another-cost-of-cheap-money-comes-into-view-central-banking-c07b86f5?mod=finance_trendingnow_opn_pos3,Articles,0
Trump’s Dazzling Truth Social SPAC,2024-04-05 13:29,https://www.wsj.com/articles/trumps-dazzling-truth-social-spac-social-media-d301ef7c?mod=finance_trendingnow_opn_pos4,Articles,1
A Richard Neutra-Designed Home in L.A. Lists for the First Time in Decades,2024-04-05 12:29,https://www.wsj.com/real-estate/luxury-homes/a-richard-neutra-designed-home-in-l-a-lists-for-the-first-time-in-decades-021f94c5?mod=real-estate_lead_story,Real-Estate,2
Can Marcus Lemonis Turn a Profit on His $35 Million New York Townhouse?,2024-04-04 00:00,https://www.wsj.com/real-estate/luxury-homes/marcus-lemonis-new-york-city-townhouse-ab7c61f9?mod=real-estate_lead_pos1,Real-Estate,2
Illegal Grow Houses and Hidden Septics: Real-Estate Brokers on the Worst Code Violations They’ve Encountered,2024-04-04 00:00,https://www.wsj.com/real-estate/luxury-homes/illegal-grow-houses-and-hidden-septics-real-estate-brokers-on-the-worst-code-violations-theyve-encountered-e81886ba?mod=real-estate_lead_pos2,Real-Estate,0
Kering Buys Historic Property in Milan Fashion District,2024-04-04 00:00,https://www.wsj.com/real-estate/commercial/gucci-owner-kering-buys-property-in-milan-fashion-district-for-around-1-4-billion-35c36592?mod=real-estate_lead_pos3,Real-Estate,2
Joshua Tree Was California’s Hottest Housing Market. What Happened?,2024-04-04 00:00,https://www.wsj.com/real-estate/joshua-tree-was-californias-hottest-housing-market-what-happened-df205dba?mod=real-estate_lead_pos4,Real-Estate,0
Kelly Slater Asks $20 Million for Beachfront Compound in Hawaii,2024-04-03 00:00,https://www.wsj.com/real-estate/luxury-homes/kelly-slater-asks-20-million-for-beachfront-compound-in-hawaii-a857cf01?mod=real-estate_lead_pos5,Real-Estate,0
The Realtors Still Need Market Reform,2024-04-03 00:00,https://www.wsj.com/articles/the-realtors-still-need-market-reform-antitrust-home-real-estate-6663bec6?mod=real-estate_trendingnow_opn_pos1,Articles,0
They Got a ‘Sleep Divorce’—and Their Marriage Has Never Been Better,2024-04-03 00:00,https://www.wsj.com/real-estate/luxury-homes/sleep-divorce-snore-rooms-e76faa1f?mod=real-estate_trendingnow_article_pos1,Real-Estate,2
EXCLUSIVESteve Wynn and Thomas Peterffy Are About to Hand Aspen Its First $100 Million Home Sale,2024-04-01 00:00,https://www.wsj.com/real-estate/luxury-homes/aspen-colorado-110-million-home-sale-759b70bb?mod=real-estate_trendingnow_article_pos3,Real-Estate,1
The Dollar-Store Showdown Comes Down to Real Estate,2024-04-02 00:00,https://www.wsj.com/real-estate/commercial/the-dollar-store-showdown-comes-down-to-real-estate-9c9cb94b?mod=real-estate_trendingnow_article_pos5,Real-Estate,2
Kimberly-Clark to Sell PPE Business to Ansell for $640 Million,2024-04-07 21:19,https://www.wsj.com/business/deals/kimberly-clark-to-sell-ppe-business-to-ansell-for-640-million-90f4d018?mod=business_lead_story,Business,0
Steelworkers Push Back Against $14 Billion Deal for U.S. Steel as Vote Looms,2024-04-07 10:19,https://www.wsj.com/business/union-us-steel-deal-pushback-f7483382?mod=business_lead_pos1,Business,0
Contaminated Fuel Is a Hard-to-Fix Problem in Ocean Shipping,2024-04-06 00:00,https://www.wsj.com/business/energy-oil/contaminated-fuel-is-a-hard-to-fix-problem-in-ocean-shipping-10ccbbad?mod=business_lead_pos2,Business,0
"Elon Musk Auditions as Corporate Gadfly, Taking Sides Against Disney",2024-04-06 00:00,https://www.wsj.com/business/elon-musk-auditions-as-corporate-gadfly-taking-sides-against-disney-af65a979?mod=business_lead_pos3,Business,2
The Inside Tale of Tesla’s Fall to Earth,2024-04-06 00:00,https://www.wsj.com/business/autos/tesla-sales-decline-elon-musk-20613265?mod=business_lead_pos4,Business,0
Will Taking On the Toughest Job at Boeing Win Her the CEO Title?,2024-04-06 00:00,https://www.wsj.com/business/will-taking-on-the-toughest-job-at-boeing-win-her-the-ceo-title-5348d2ec?mod=business_lead_pos5,Business,2
Insurers Are Spying on Your Home From the Sky,2024-04-06 00:00,https://www.wsj.com/real-estate/home-insurance-aerial-images-37a18b16?mod=business_trendingnow_article_pos1,Real-Estate,0
What One Employer Found When It Started Providing Child Care,2024-04-07 07:19,https://www.wsj.com/economy/jobs/child-care-ups-benefits-777c632a?mod=business_trendingnow_article_pos2,Economy,2
Inside the Messy Battle for the Biggest Swing State of 2024,2024-04-07 21:19,https://www.wsj.com/video/series/on-the-news/inside-the-messy-battle-for-the-biggest-swing-state-of-2024/C3EAE5DD-2D2F-4C4A-89B4-C3BD324F0C18?mod=business_whatsnews_pos1,Articles,2
"In Six Months, Everything Has Changed for Israel",2024-04-07 00:19,https://www.wsj.com/world/middle-east/in-six-months-everything-has-changed-for-israel-5c5130e9?mod=business_whatsnews_pos2,Politics,0
South Carolina Completes Perfect Season by Knocking Off Caitlin Clark’s Iowa,2024-04-07 20:19,https://www.wsj.com/sports/basketball/south-carolina-iowa-caitlin-clark-8d629deb?mod=business_whatsnews_pos3,Articles,1
Elon Musk Vows to Defy Brazil Order to Block Some X Accounts Amid Hate-Speech Clampdown,2024-04-07 18:19,https://www.wsj.com/world/americas/elon-musk-vows-to-defy-brazil-order-to-block-some-x-accounts-amid-fake-news-clampdown-7d1a099f?mod=business_whatsnews_pos4,Politics,2
"Hash Out the Inheritance Now, or Fight Your Family Later",2024-04-07 00:00,https://www.wsj.com/personal-finance/hash-out-the-inheritance-now-or-fight-your-family-later-5fd836b9?mod=business_whatsnews_pos5,Finance,0
Big Tech Has a Big Cash Problem,2024-04-07 06:20,https://www.wsj.com/tech/big-tech-has-a-big-cash-problem-eb00240d?mod=finance_lead_story,Business,0
Stock Funds Zoom to 9.1% Gain in First Quarter,2024-04-07 10:20,https://www.wsj.com/finance/investing/stock-funds-9-1-gain-first-quarter-b0fc373f?mod=finance_lead_pos1,Finance,4
"Do Kwon Lost to the SEC. The U.S. Is Piling Up Other Crypto Wins, Too.",2024-04-07 10:20,https://www.wsj.com/finance/currencies/do-kwon-lost-to-the-sec-the-u-s-is-piling-up-other-crypto-wins-too-6c12bdde?mod=finance_lead_pos2,Finance,0
The Surprising Top Mutual Fund in the First Quarter,2024-04-07 06:20,https://www.wsj.com/finance/investing/the-surprising-top-mutual-fund-in-the-first-quarter-215bf2cb?mod=finance_lead_pos3,Finance,3
Earnings Season to Test Stock-Market Rally,2024-04-07 06:20,https://www.wsj.com/finance/stocks/earnings-season-stock-market-rally-test-2591b806?mod=finance_lead_pos4,Finance,2
"Biotech Executive Who Bet on Rival’s Stock Committed Insider Trading, Jury Says",2024-04-06 00:00,https://www.wsj.com/finance/regulation/biotech-executive-who-bet-on-rivals-stock-committed-insider-trading-jury-says-73a622b1?mod=finance_lead_pos5,Finance,0
Luxury Brands Go Shopping for Upmarket Boutiques,2024-04-06 00:00,https://www.wsj.com/real-estate/commercial/luxury-brands-go-shopping-for-upmarket-boutiques-b05bb30a?mod=real-estate_lead_pos1,Real-Estate,2
EXCLUSIVEKelly Slater Asks $20 Million for Beachfront Compound in Hawaii,2024-04-03 00:00,https://www.wsj.com/real-estate/luxury-homes/kelly-slater-asks-20-million-for-beachfront-compound-in-hawaii-a857cf01?mod=real-estate_trendingnow_article_pos5,Real-Estate,0
The Black Market That Delivers Elon Musk’s Starlinks to U.S. Foes,2024-04-09 00:34,https://www.wsj.com/business/telecom/starlink-musk-ukraine-russia-sudan-satellite-communications-technology-f4fc79d9?mod=business_lead_story,Business,0
Tesla Agrees to Settle Lawsuit Over Autopilot’s Involvement in 2018 Fatal Crash,2024-04-08 23:34,https://www.wsj.com/business/autos/tesla-fatal-autopilot-crash-trial-33936b42?mod=business_lead_pos1,Business,0
Esprit’s Belgium Unit Files for Insolvency,2024-04-08 21:34,https://www.wsj.com/business/retail/esprits-belgium-unit-files-for-insolvency-c7181bd1?mod=business_lead_pos2,Business,0
RBC Begins Integration of HSBC’s Canadian Unit Without a Permanent CFO,2024-04-08 18:34,https://www.wsj.com/articles/rbc-begins-integration-of-hsbcs-canadian-unit-without-a-permanent-cfo-da60bffb?mod=business_lead_pos3,Articles,0
Army Sponsors Upstart United Football League in New Recruitment Strategy,2024-04-08 16:34,https://www.wsj.com/articles/army-sponsors-upstart-united-football-league-in-new-recruitment-strategy-a1497f16?mod=business_lead_pos4,Articles,2
FAA to Probe Loss of Engine Cover on Southwest Airlines Boeing Jet,2024-04-08 09:34,https://www.wsj.com/business/airlines/faa-to-probe-loss-of-engine-cover-on-southwest-airlines-boeing-jet-4e648436?mod=business_lead_pos5,Business,0
Freedom’s Man in Hong Kong,2024-04-06 00:00,https://www.wsj.com/articles/freedoms-man-in-hong-kong-jimmy-lai-apple-daily-trial-china-69de3a8b?mod=business_trendingnow_opn_pos1,Articles,0
There Is a Right and Wrong Way for America to Get Workers,2024-04-06 00:00,https://www.wsj.com/articles/immigration-legal-illegal-workers-economy-c6899b2e?mod=business_trendingnow_opn_pos2,Articles,2
Wildfires Make Utilities a Tricky Investment. Just Ask Warren Buffett.,2024-04-08 05:34,https://www.wsj.com/finance/investing/wildfires-make-utilities-a-tricky-investment-just-ask-warren-buffett-6dd9861d?mod=business_trendingnow_article_pos5,Finance,0
U.S. Makes Fresh Cease-Fire Proposal for War in Gaza,2024-04-08 18:34,https://www.wsj.com/world/middle-east/israel-kills-a-hezbollah-commander-as-gaza-cease-fire-talks-show-progress-207885e1?mod=business_whatsnews_pos1,Politics,0
"Commodities Rally Reflects a Better Economy, but Also Poses Inflation Risks",2024-04-09 00:34,https://www.wsj.com/finance/commodities-futures/commodities-rally-reflects-a-better-economy-but-also-poses-inflation-risks-1e81e723?mod=business_whatsnews_pos3,Finance,2
Biden’s Student-Loan Plan Seeks to Slash Debt for 30 Million Americans,2024-04-08 16:34,https://www.wsj.com/politics/policy/bidens-student-loan-plan-seeks-to-slash-debt-for-30-million-americans-12a00eba?mod=business_whatsnews_pos4,Politics,3
Utah’s Tech Hub Powers America’s Hottest Job Market,2024-04-08 21:34,https://www.wsj.com/economy/jobs/utahs-tech-hub-powers-americas-hottest-job-market-wsj-ranking-finds-e67d0171?mod=business_whatsnews_pos5,Economy,4
Jamie Dimon Warns U.S. Might Face Interest-Rate Spike,2024-04-08 06:34,https://www.wsj.com/finance/jamie-dimon-warns-u-s-might-face-interest-rate-spike-83789da7?mod=finance_lead_story,Finance,0
Doubts Creep In About a Fed Rate Cut This Year,2024-04-08 00:00,https://www.wsj.com/economy/central-banking/wall-street-fed-rate-cuts-f6c154d7?mod=finance_lead_pos1,Economy,0
Blackstone Is Back on the Real Estate Offensive With $10 Billion Deal,2024-04-08 20:34,https://www.wsj.com/real-estate/blackstone-making-10-billion-multifamily-purchase-going-on-the-real-estate-offensive-f3126928?mod=finance_lead_pos2,Real-Estate,3
"Sorry, but Blood Tests Won’t Replace Stool Samples or Colonoscopies Yet",2024-04-08 07:34,https://www.wsj.com/health/healthcare/sorry-but-blood-tests-wont-replace-stool-samples-or-colonoscopies-yet-beba3b20?mod=finance_lead_pos3,Health,0
HSBC to Sell Argentina Business for $550.0 Million,2024-04-09 01:34,https://www.wsj.com/finance/hsbc-to-sell-argentina-business-for-550-0-million-c7386394?mod=finance_lead_pos4,Finance,0
FDIC May Spoil Your Index Funds,2024-04-08 18:34,https://www.wsj.com/articles/fdic-may-spoil-your-index-funds-passive-active-returns-stock-market-3dd035d1?mod=finance_trendingnow_opn_pos1,Articles,0
"Movie Theaters Have Weird Real Estate, and It’s Helping to Save Them",2024-04-08 05:35,https://www.wsj.com/real-estate/commercial/movie-theaters-have-weird-real-estate-its-saving-them-8053335f?mod=real-estate_lead_pos1,Real-Estate,2
"Blackstone Making $10 Billion Multifamily Purchase, Going on the Real Estate Offensive",2024-04-08 20:35,https://www.wsj.com/real-estate/blackstone-making-10-billion-multifamily-purchase-going-on-the-real-estate-offensive-f3126928?mod=real-estate_trendingnow_article_pos4,Real-Estate,4
Norfolk Southern Agrees to $600 Million Ohio Derailment Settlement,2024-04-09 10:28,https://www.wsj.com/business/logistics/norfolk-southern-agrees-to-settle-ohio-derailment-lawsuit-12d240d4?mod=business_lead_story,Business,0
Meet the Robots Slicing Your Barbecue Ribs,2024-04-09 08:28,https://www.wsj.com/business/meet-the-robots-slicing-your-barbecue-ribs-338a7794?mod=business_lead_pos1,Business,2
"Atos Reaches Interim Financing Deal, Awaits Cash Injection",2024-04-09 07:28,https://www.wsj.com/business/c-suite/atos-reaches-interim-financing-deal-with-french-state-banks-as-it-awaits-cash-injection-c4feeb6c?mod=business_lead_pos2,Business,2
Paramount Faces a Mountain of Distrust,2024-04-09 06:28,https://www.wsj.com/business/media/paramount-faces-a-mountain-of-distrust-16502584?mod=business_lead_pos3,Business,0
Chevron Exits Myanmar With Withdrawal From Natural Gas Project,2024-04-09 06:28,https://www.wsj.com/business/energy-oil/chevron-exits-myanmar-with-withdrawal-from-natural-gas-project-cd0afbd1?mod=business_lead_pos4,Business,0
China Vehicle Sales Rebound,2024-04-09 05:28,https://www.wsj.com/business/autos/china-vehicle-sales-rebound-8f566ddc?mod=business_lead_pos5,Business,3
EXCLUSIVEGoogle Expands In-House Chip Efforts in Costly AI Battle,2024-04-09 12:28,https://www.wsj.com/tech/google-expands-in-house-chip-efforts-in-costly-ai-battle-3121c852?mod=business_trendingnow_article_pos4,Business,2
Google Expands In-House Chip Efforts in Costly AI Battle,2024-04-09 12:28,https://www.wsj.com/tech/google-expands-in-house-chip-efforts-in-costly-ai-battle-3121c852?mod=business_whatsnews_pos3,Business,0
American Investors Embrace a Less-Democratic India,2024-04-09 07:28,https://www.wsj.com/world/india/american-investors-embrace-a-less-democratic-india-a8e60874?mod=finance_lead_pos2,Politics,2
"Gold Futures Hit Another Record on Geopolitical Tensions, Fed Hopes",2024-04-09 05:28,https://www.wsj.com/finance/commodities-futures/gold-futures-break-another-record-driven-by-perfect-storm-c65fed18?mod=finance_lead_pos3,Finance,3
BP Expects Profit Lift from Output Boost,2024-04-09 04:28,https://www.wsj.com/finance/commodities-futures/bp-expects-profit-boosted-by-higher-oil-gas-production-da6fa619?mod=finance_lead_pos4,Finance,3
HSBC to Sell Argentina Business in Latest Market Exit,2024-04-09 02:28,https://www.wsj.com/finance/hsbc-to-sell-argentina-business-for-550-0-million-c7386394?mod=finance_lead_pos5,Finance,0
Kyle MacLachlan Was Tricked Into Acting by Two Girls in a Junior-High Play,2024-04-09 11:28,https://www.wsj.com/real-estate/kyle-maclachlan-was-tricked-into-acting-by-two-girls-in-a-junior-high-play-1c3bdb7b?mod=real-estate_lead_story,Real-Estate,0
Four Paramount Directors to Step Down as Company Discusses Skydance Merger,2024-04-10 15:27,https://www.wsj.com/business/media/three-paramount-directors-to-step-down-as-company-discusses-skydance-merger-68c509e4?mod=business_lead_story,Business,0
Materials Supplier Ferguson Seeks Faster Path to Construction Market,2024-04-10 14:27,https://www.wsj.com/articles/materials-supplier-ferguson-seeks-faster-path-to-construction-market-995f8fe2?mod=business_lead_pos1,Articles,2
KPMG Fined Record $25 Million in Exam-Cheating Scandal,2024-04-10 14:27,https://www.wsj.com/articles/kpmg-fined-25-million-over-alleged-netherlands-exam-cheating-a4dcba2a?mod=business_lead_pos2,Articles,0
"DG Fuels, BP and Johnson Matthey Team Up to Produce Sustainable Aviation Fuel From Sugar Cane",2024-04-10 10:27,https://www.wsj.com/articles/big-hitters-team-up-to-produce-sustainable-aviation-fuel-out-of-sugar-cane-a57abcd8?mod=business_lead_pos3,Articles,3
Macy’s Adds Two Directors Backed by Investor to Its Board,2024-04-10 10:27,https://www.wsj.com/business/deals/macys-appoints-two-arkhouse-candidates-to-board-reaches-settlement-4f9dcd83?mod=business_lead_pos4,Business,2
She Was a Black Entrepreneur. Then She Decided to Help Other Black Entrepreneurs.,2024-04-10 10:27,https://www.wsj.com/business/entrepreneurship/black-entreprenuership-janice-malone-vivans-door-61c68f6d?mod=business_lead_pos5,Business,3
"MGM Grand Casino: Hacked by Criminals, Probed by the FTC",2024-04-09 00:00,https://www.wsj.com/articles/hacked-by-criminals-probed-by-the-ftc-cyberattack-mgm-resorts-khan-a2a51497?mod=business_trendingnow_opn_pos1,Articles,0
Saving Climate From the Greens,2024-04-09 00:00,https://www.wsj.com/articles/saving-climate-from-the-greens-renewable-energy-warming-nuclear-10262833?mod=business_trendingnow_opn_pos2,Articles,0
The SEC Pauses Its Climate Disclosure Rule,2024-04-09 00:00,https://www.wsj.com/articles/sec-backs-off-on-climate-disclosure-rule-law-regulations-a26d9fc7?mod=business_trendingnow_opn_pos3,Articles,0
NCAA Women Beat Men in Finals’ Ratings for First Time—but Got 99% Less TV Money,2024-04-09 00:00,https://www.wsj.com/business/media/the-womens-ncaa-tournament-outshone-the-mens-but-it-got-99-less-tv-money-74806707?mod=business_trendingnow_article_pos1,Business,0
EXCLUSIVEFour Paramount Directors to Step Down as Company Discusses Skydance Merger,2024-04-10 15:27,https://www.wsj.com/business/media/three-paramount-directors-to-step-down-as-company-discusses-skydance-merger-68c509e4?mod=business_trendingnow_article_pos2,Business,0
Inflation Report Derails Case for June Rate Cut,2024-04-10 16:27,https://www.wsj.com/economy/inflation-march-cpi-report-interest-rate-239b7e5e?mod=business_whatsnews_pos1,Economy,0
Israeli Airstrike Kills Three Sons of Hamas Political Leader,2024-04-10 18:27,https://www.wsj.com/world/middle-east/hamas-balks-at-u-s-gaza-cease-fire-plan-f892b5ba?mod=business_whatsnews_pos2,Politics,0
Speaker Johnson’s Woes Grow After GOP Holdouts Block Spying Bill,2024-04-10 19:27,https://www.wsj.com/politics/policy/kill-fisa-trump-creates-new-headache-for-speaker-johnson-over-spy-powers-vote-96ead8a8?mod=business_whatsnews_pos3,Politics,0
The Real Estate Nightmare in Downtown St. Louis,2024-04-09 21:27,https://www.wsj.com/real-estate/commercial/doom-loop-st-louis-44505465?mod=business_whatsnews_pos4,Real-Estate,0
Musk and Dimon’s AI Predictions and What They Mean for Humanity’s Future,2024-04-10 16:27,https://www.wsj.com/tech/ai/elon-musk-and-jamie-dimons-ai-predictions-and-what-they-mean-for-the-future-of-humanity-d100b0c8?mod=business_whatsnews_pos5,Business,2
Buy the Stock Market’s Inflation Freakouts,2024-04-10 18:27,https://www.wsj.com/finance/stocks/buy-the-stock-markets-inflation-freakouts-5c1e99de?mod=finance_lead_story,Finance,2
Germany Passed its First Chinese Test—This One Is Trickier,2024-04-10 08:27,https://www.wsj.com/economy/trade/germany-passed-its-first-chinese-testthis-one-is-trickier-740ae21b?mod=finance_lead_pos1,Economy,0
StraightPath Receiver Lays Out Investor Distribution Plan,2024-04-10 19:27,https://www.wsj.com/articles/straightpath-receiver-lays-out-investor-distribution-plan-63bf7e8a?mod=finance_lead_pos2,Articles,2
Inflation Surprise Rattles Markets,2024-04-10 17:27,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-10-2024-a672a5bc?mod=finance_lead_pos3,Finance,0
Top Crypto Exchanges Look to Move Beyond Settlements With U.S. Regulators,2024-04-10 17:27,https://www.wsj.com/articles/top-crypto-exchanges-look-to-move-beyond-settlements-with-u-s-regulators-fddbeb29?mod=finance_lead_pos4,Articles,2
"U.S. Crude Oil Supplies Rise More Than Expected, Refinery Use Eases",2024-04-10 11:27,https://www.wsj.com/finance/commodities-futures/u-s-crude-oil-inventories-rise-more-than-expected-refinery-use-eases-14be060a?mod=finance_lead_pos5,Finance,2
The Billionaire Behind Trump’s $175 Million Bond Is No Stranger to Risky Deals,2024-04-10 16:27,https://www.wsj.com/real-estate/the-billionaire-behind-trumps-175-million-bond-is-no-stranger-to-risky-deals-484bbde4?mod=real-estate_lead_story,Real-Estate,2
An Alabama Oral Surgeon Designed His Nearly $5 Million Dream Mansion Using Home-Building Software,2024-04-10 15:27,https://www.wsj.com/real-estate/luxury-homes/an-alabama-oral-surgeon-designed-his-nearly-5-million-dream-mansion-using-home-building-software-051f80cb?mod=real-estate_lead_pos1,Real-Estate,2
The Real Estate Nightmare Unfolding in Downtown St. Louis,2024-04-09 21:27,https://www.wsj.com/real-estate/commercial/doom-loop-st-louis-44505465?mod=real-estate_lead_pos2,Real-Estate,0
Elon Musk Bromance With Argentine President Leads to First Meeting,2024-04-11 18:08,https://www.wsj.com/business/elon-musk-bromance-with-argentine-president-leads-to-first-meeting-d70204fe?mod=business_lead_story,Business,1
A Chip Fab Business Grows in Brooklyn,2024-04-11 17:08,https://www.wsj.com/articles/a-chip-fab-businessgrows-in-brooklyn-c5433a94?mod=business_lead_pos1,Articles,2
"Boeing Reveals Executives Got an Extra $500,000 in Private-Jet Perks",2024-04-11 16:08,https://www.wsj.com/business/boeing-finds-executives-got-an-extra-500-000-in-perks-from-private-jets-9bebe829?mod=business_lead_pos2,Business,0
"CarMax Gets Slammed by High Rates, Tight Used-Car Supply",2024-04-11 12:08,https://www.wsj.com/business/autos/carmax-gets-slammed-by-high-rates-tight-used-car-supply-6280d4cd?mod=business_lead_pos3,Business,0
Lufthansa Halts Tehran Flights After U.S. Warns of Imminent Attack on Israel by Iran,2024-04-11 11:08,https://www.wsj.com/business/lufthansa-halts-tehran-flights-amid-concerns-of-potential-iran-attacks-5b87cc43?mod=business_lead_pos4,Business,0
